,Ticker,Name,Last Sale,Net Change,Percent Change,Market Cap
2018,SOUNW,"SoundHound AI, Inc. Warrant",$4.16,-0.05,-1.188%,"1,659,680,556"
2019,SPB,"Spectrum Brands Holdings, Inc. Common Stock",$63.07,-0.03,-0.048%,"1,659,618,997"
2020,BEAM,Beam Therapeutics Inc. Common Stock,$19.83,-0.10,-0.502%,"1,659,538,890"
2021,PRDO,Perdoceo Education Corporation Common Stock,$25.17,0.05,0.199%,"1,659,062,302"
2022,IHS,IHS Holding Limited Ordinary Shares,$4.97,0.07,1.429%,"1,657,201,457"
2023,RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,$12.33,0.12,0.983%,"1,655,924,031"
2024,MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",$11.12,UNCH,--,"1,654,238,678"
2025,PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,$13.43,0.01,0.075%,"1,651,731,499"
2026,LZB,La-Z-Boy Incorporated Common Stock,$39.94,0.44,1.114%,"1,649,076,549"
2027,RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",$24.82,0.07,0.283%,"1,638,726,700"
2028,TY,Tri Continental Corporation Common Stock,$30.02,0.25,0.84%,"1,631,615,069"
2029,UFPT,"UFP Technologies, Inc. Common Stock",$212.33,3.79,1.817%,"1,630,759,161"
2030,UNFI,"United Natural Foods, Inc. Common Stock",$26.94,0.23,0.861%,"1,630,520,547"
2031,RUN,Sunrun Inc. Common Stock,$7.19,0.30,4.354%,"1,626,447,757"
2032,GO,Grocery Outlet Holding Corp. Common Stock,$16.70,-0.09,-0.536%,"1,625,877,631"
2033,LTC,"LTC Properties, Inc. Common Stock",$35.71,-0.16,-0.446%,"1,623,041,390"
2034,HBI,Hanesbrands Inc. Common Stock,$4.59,UNCH,--,"1,620,769,814"
2035,AGL,"agilon health, inc. Common Stock",$3.93,-0.33,-7.746%,"1,620,351,049"
2036,GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",$5.51,0.03,0.547%,"1,618,932,844"
2037,BAK,Braskem SA ADR,$3.58,-0.14,-3.763%,"1,616,973,774"
2038,FDP,"Fresh Del Monte Produce, Inc. Common Stock",$33.62,-0.39,-1.147%,"1,611,752,886"
2039,PHIN,PHINIA Inc. Common Stock,$40.43,0.28,0.697%,"1,609,298,603"
2040,TRMD,TORM plc Class A Common Stock,$16.425,-0.14,-0.845%,"1,606,595,788"
2041,KEN,Kenon Holdings Ltd. Ordinary Shares,$30.67,0.31,1.021%,"1,599,447,922"
2042,PBI,Pitney Bowes Inc. Common Stock,$8.75,0.07,0.806%,"1,599,386,023"
2043,MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,$13.49,0.06,0.447%,"1,596,332,661"
2044,ATEC,"Alphatec Holdings, Inc. Common Stock",$11.06,0.08,0.729%,"1,594,290,506"
2045,TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,$25.36,-0.01,-0.039%,"1,593,396,772"
2046,BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,$14.73,0.28,1.938%,"1,592,828,550"
2047,ARCO,Arcos Dorados Holdings Inc. Class A Shares,$7.55,-0.10,-1.307%,"1,590,506,080"
2048,GIGGU,GigCapital7 Corp. Unit,$10.20,UNCH,--,"1,589,438,460"
2049,EWTX,"Edgewise Therapeutics, Inc. Common Stock",$16.68,0.28,1.707%,"1,588,024,120"
2050,TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,$25.22,-0.02,-0.079%,"1,584,600,418"
2051,PAX,Patria Investments Limited Class A Common Shares,$10.68,0.20,1.908%,"1,583,352,058"
2052,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",$121.21,-0.14,-0.115%,"1,582,115,828"
2053,MUC,"Blackrock MuniHoldings California Quality Fund, Inc. Common Stock",$10.63,0.08,0.758%,"1,581,345,067"
2054,FCF,First Commonwealth Financial Corporation Common Stock,$15.51,0.19,1.24%,"1,579,727,126"
2055,ACLS,"Axcelis Technologies, Inc. Common Stock",$49.11,0.13,0.265%,"1,579,089,766"
2056,NWBI,"Northwest Bancshares, Inc. Common Stock",$12.38,0.03,0.243%,"1,578,633,930"
2057,CUBI,"Customers Bancorp, Inc Common Stock",$50.13,0.13,0.26%,"1,577,452,942"
2058,AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",$18.78,-0.14,-0.74%,"1,577,183,951"
2059,MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",$10.60,0.04,0.379%,"1,576,882,193"
2060,TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,$8.43,0.18,2.182%,"1,575,532,420"
2061,ICFI,"ICF International, Inc. Common Stock",$85.28,0.32,0.377%,"1,572,234,531"
2062,GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",$24.78,-0.26,-1.038%,"1,568,255,775"
2063,PSEC,Prospect Capital Corporation Common Stock,$3.54,-0.03,-0.84%,"1,567,317,102"
2064,MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,$32.74,0.30,0.925%,"1,566,334,279"
2065,HCI,"HCI Group, Inc. Common Stock",$145.36,-0.94,-0.643%,"1,565,052,454"
2066,VVX,"V2X, Inc. Common Stock",$49.46,-0.30,-0.603%,"1,561,369,701"
2067,GTY,Getty Realty Corporation Common Stock,$28.15,0.16,0.572%,"1,560,690,864"
2068,CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),$10.30,-0.21,-1.998%,"1,559,442,928"
2069,NYAX,Nayax Ltd. Ordinary Shares,$42.455,1.295,3.146%,"1,559,192,480"
2070,IIPR,"Innovative Industrial Properties, Inc. Common Stock",$54.99,0.68,1.252%,"1,557,967,497"
2071,NFE,New Fortress Energy Inc. Class A Common Stock,$5.68,0.25,4.604%,"1,555,023,886"
2072,UTI,Universal Technical Institute Inc Common Stock,$28.57,0.51,1.818%,"1,553,399,783"
2073,VITL,"Vital Farms, Inc. Common Stock",$35.07,0.83,2.424%,"1,552,111,752"
2074,JBLU,JetBlue Airways Corporation Common Stock,$4.38,0.02,0.459%,"1,552,008,561"
2075,CENX,Century Aluminum Company Common Stock,$16.80,0.39,2.377%,"1,550,528,179"
2076,TRUP,"Trupanion, Inc. Common Stock",$36.44,-0.16,-0.437%,"1,548,359,796"
2077,CSTM,Constellium SE Ordinary Shares (France),$10.78,0.67,6.627%,"1,547,181,260"
2078,MBC,"MasterBrand, Inc. Common Stock",$12.11,-0.04,-0.329%,"1,545,829,741"
2079,BKV,BKV Corporation Common Stock,$18.21,0.08,0.441%,"1,542,539,472"
2080,WERN,"Werner Enterprises, Inc. Common Stock",$24.90,0.24,0.973%,"1,540,618,004"
2081,SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",$22.95,1.81,8.562%,"1,540,423,439"
2082,DRH,Diamondrock Hospitality Company Common Stock,$7.40,0.06,0.817%,"1,539,862,766"
2083,CLBK,"Columbia Financial, Inc. Common Stock",$14.69,1.22,9.057%,"1,538,485,595"
2084,OPRA,Opera Limited American Depositary Shares,$17.18,0.11,0.644%,"1,537,624,672"
2085,LUNR,"Intuitive Machines, Inc. Class A Common Stock",$8.62,0.42,5.122%,"1,537,114,745"
2086,BWNB,"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",$15.62,-0.19,-1.202%,"1,537,070,855"
2087,IBTA,"Ibotta, Inc. Class A Common Stock",$49.49,0.69,1.414%,"1,535,297,982"
2088,MVT,"Blackrock MuniVest Fund II, Inc. Common Stock",$10.30,0.08,0.783%,"1,532,253,451"
2089,KLG,WK Kellogg Co Common Stock,$17.76,-0.17,-0.948%,"1,530,857,992"
2090,BWLP,BW LPG Limited Common Shares,$10.10,0.22,2.227%,"1,530,538,274"
2091,PRM,"Perimeter Solutions, SA Common Stock",$10.22,0.09,0.888%,"1,529,566,458"
2092,GOGL,Golden Ocean Group Limited Common Stock,$7.66,-0.06,-0.777%,"1,527,429,224"
2093,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),$27.32,-0.07,-0.256%,"1,526,838,987"
2094,SEMR,"SEMrush Holdings, Inc. Class A Common Stock",$10.38,0.10,0.973%,"1,526,373,198"
2095,MAG,MAG Silver Corporation Ordinary Shares,$14.74,-0.82,-5.27%,"1,524,849,168"
2096,DBRG,"DigitalBridge Group, Inc.",$8.74,0.34,4.048%,"1,524,796,857"
2097,NTCT,"NetScout Systems, Inc. Common Stock",$21.22,0.20,0.951%,"1,522,634,501"
2098,RVT,"Royce Small-Cap Trust, Inc. Common Stock",$14.06,0.11,0.789%,"1,517,871,413"
2099,MYD,"Blackrock MuniYield Fund, Inc. Common Stock",$10.18,-0.02,-0.196%,"1,514,401,955"
2100,VERA,"Vera Therapeutics, Inc. Class A Common Stock",$23.75,0.38,1.626%,"1,514,021,888"
2101,VSCO,Victorias Secret & Co. Common Stock,$19.19,0.39,2.074%,"1,513,872,023"
2102,SHOO,"Steven Madden, Ltd. Common Stock",$20.89,-0.11,-0.524%,"1,512,096,120"
2103,KMT,Kennametal Inc. Common Stock,$19.53,0.05,0.257%,"1,510,847,186"
2104,SVV,"Savers Value Village, Inc. Common Stock",$9.51,-0.08,-0.834%,"1,509,311,901"
2105,BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,$6.40,0.13,2.073%,"1,509,095,514"
2106,BTU,Peabody Energy Corporation Common Stock,$12.41,0.07,0.567%,"1,508,654,177"
2107,FRMEP,First Merchants Corporation Depository Shares,$25.6866,UNCH,--,"1,503,571,399"
2108,MNKD,MannKind Corporation Common Stock,$4.95,-0.09,-1.786%,"1,502,777,153"
2109,DAC,Danaos Corporation Common Stock,$80.36,-0.76,-0.937%,"1,500,265,752"
2110,RPD,"Rapid7, Inc. Common Stock",$23.41,-0.21,-0.889%,"1,497,510,849"
2111,PWP,Perella Weinberg Partners Class A Common Stock,$17.25,0.08,0.466%,"1,497,178,422"
2112,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",$10.03,0.09,0.905%,"1,492,087,584"
2113,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,$24.57,0.02,0.081%,"1,490,478,215"
2114,VRE,"Veris Residential, Inc. Common Stock",$15.97,0.45,2.899%,"1,490,339,788"
2115,LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,$9.72,-0.08,-0.816%,"1,489,475,489"
2116,TNK,Teekay Tankers Ltd.,$43.27,0.70,1.644%,"1,487,717,015"
2117,ANIP,"ANI Pharmaceuticals, Inc.",$70.69,-0.13,-0.184%,"1,486,615,578"
2118,GB,Global Blue Group Holding AG Ordinary Shares,$7.44,-0.01,-0.134%,"1,484,835,775"
2119,LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,$9.78,0.32,3.383%,"1,484,604,000"
2120,ARIS,"Aris Water Solutions, Inc. Class A Common Stock",$25.37,0.41,1.643%,"1,483,264,661"
2121,PHR,"Phreesia, Inc. Common Stock",$25.23,0.27,1.082%,"1,482,828,863"
2122,PACS,"PACS Group, Inc. Common Stock",$9.72,0.09,0.935%,"1,481,325,405"
2123,SRCE,1st Source Corporation Common Stock,$60.06,0.11,0.183%,"1,475,248,435"
2124,CABO,"Cable One, Inc. Common Stock",$261.99,-5.28,-1.976%,"1,474,356,323"
2125,KLC,"KinderCare Learning Companies, Inc. Common Stock",$12.46,0.20,1.631%,"1,470,358,199"
2126,BDJ,Blackrock Enhanced Equity Dividend Trust,$8.31,0.06,0.727%,"1,470,077,442"
2127,HI,Hillenbrand Inc Common Stock,$20.85,0.62,3.065%,"1,468,964,315"
2128,OMCL,"Omnicell, Inc. Common Stock ($0.001 par value)",$31.38,0.12,0.384%,"1,467,310,411"
2129,STGW,Stagwell Inc. Class A Common Stock,$5.50,-0.08,-1.434%,"1,466,650,290"
2130,UMH,"UMH Properties, Inc. Common Stock",$17.77,0.10,0.566%,"1,465,342,668"
2131,OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,$22.93,-0.09,-0.391%,"1,461,967,730"
2132,OCFCP,OceanFirst Financial Corp. Depositary Shares,$24.95,0.0099,0.04%,"1,461,000,818"
2133,MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",$14.74,0.23,1.585%,"1,459,838,589"
2134,PCTTU,"PureCycle Technologies, Inc. Unit",$8.14,-0.86,-9.556%,"1,459,797,279"
2135,NHC,National HealthCare Corporation Common Stock,$94.37,-0.12,-0.127%,"1,457,569,281"
2136,DFIN,"Donnelley Financial Solutions, Inc. Common Stock",$50.68,2.48,5.145%,"1,449,911,570"
2137,IMCR,Immunocore Holdings plc American Depositary Shares,$30.15,0.05,0.166%,"1,449,863,632"
2138,MBLY,Mobileye Global Inc. Class A Common Stock,$14.40,-0.18,-1.235%,"1,447,151,947"
2139,MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",$9.72,-0.03,-0.308%,"1,445,971,218"
2140,MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",$9.71,-0.02,-0.206%,"1,444,483,593"
2141,MCRI,"Monarch Casino & Resort, Inc. Common Stock",$78.19,UNCH,--,"1,443,489,516"
2142,INDV,Indivior PLC Ordinary Shares,$11.55,0.04,0.348%,"1,440,965,826"
2143,WKC,World Kinect Corporation Common Stock,$25.42,0.33,1.315%,"1,439,464,771"
2144,UVV,Universal Corporation Common Stock,$58.22,-0.05,-0.086%,"1,438,943,688"
2145,LKFN,Lakeland Financial Corporation Common Stock,$56.25,0.58,1.042%,"1,437,523,256"
2146,CEP,"Cantor Equity Partners, Inc. Class A Ordinary Shares",$50.00,7.87,18.68%,"1,436,818,700"
2147,ATRC,"AtriCure, Inc. Common Stock",$29.29,-0.62,-2.073%,"1,431,683,601"
2148,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,$13.10,0.11,0.847%,"1,431,415,372"
2149,NVAWW,Nova Minerals Limited Warrant,$5.25,-0.75,-12.50%,"1,427,668,625"
2150,DOLE,Dole plc Ordinary Shares,$14.98,-0.21,-1.382%,"1,425,167,749"
2151,DVAX,Dynavax Technologies Corporation Common Stock,$11.48,-0.27,-2.298%,"1,424,333,117"
2152,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",$38.63,0.33,0.862%,"1,421,229,377"
2153,EXPI,"eXp World Holdings, Inc. Common Stock",$9.22,0.06,0.655%,"1,421,109,810"
2154,GABC,"German American Bancorp, Inc. Common Stock",$37.90,-0.01,-0.026%,"1,418,192,683"
2155,LNN,Lindsay Corporation Common Stock,$130.40,1.34,1.038%,"1,416,865,634"
2156,PD,"PagerDuty, Inc. Common Stock",$15.55,0.04,0.258%,"1,416,363,260"
2157,KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,$22.16,-0.02,-0.09%,"1,416,036,343"
2158,MBIN,Merchants Bancorp Common Stock,$30.72,0.64,2.128%,"1,408,539,771"
2159,TUYA,"Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share",$2.31,-0.04,-1.702%,"1,408,457,702"
2160,AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",$16.75,UNCH,--,"1,406,700,276"
2161,HUT,Hut 8 Corp. Common Stock,$13.51,1.20,9.748%,"1,403,090,318"
2162,CDZIP,"Cadiz, Inc. Depositary Shares",$17.14,-0.28,-1.607%,"1,401,795,089"
2163,STBA,"S&T Bancorp, Inc. Common Stock",$36.62,0.18,0.494%,"1,401,118,809"
2164,DESP,"Despegar.com, Corp. Ordinary Shares",$19.44,-0.02,-0.103%,"1,400,733,823"
2165,ELME,Elme Communities Common Stock,$15.91,0.34,2.184%,"1,400,546,036"
2166,NG,Novagold Resources Inc.,$4.18,-0.05,-1.182%,"1,398,490,842"
2167,HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,$21.50,-0.46,-2.095%,"1,398,142,850"
2168,DXPE,"DXP Enterprises, Inc. Common Stock",$88.98,0.52,0.588%,"1,396,548,930"
2169,ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,$22.95,0.06,0.262%,"1,392,204,926"
2170,SDRL,Seadrill Limited Common Shares,$22.39,1.85,9.007%,"1,391,830,197"
2171,KN,Knowles Corporation Common Stock,$16.00,0.26,1.652%,"1,391,600,560"
2172,SPRY,"ARS Pharmaceuticals, Inc. Common Stock",$14.16,0.19,1.36%,"1,389,376,425"
2173,FSCO,FS Credit Opportunities Corp. Common Stock,$7.00,0.04,0.575%,"1,388,491,300"
2174,HLMN,Hillman Solutions Corp. Common Stock,$7.03,0.04,0.572%,"1,388,485,268"
2175,RVLV,"Revolve Group, Inc. Class A Common Stock",$19.46,-0.42,-2.113%,"1,386,136,987"
2176,NBHC,National Bank Holdings Corporation Common Stock,$36.21,0.05,0.138%,"1,377,983,210"
2177,CLDX,"Celldex Therapeutics, Inc.",$20.71,-0.12,-0.576%,"1,374,808,726"
2178,ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,$22.66,0.01,0.044%,"1,374,612,794"
2179,METCL,"Ramaco Resources, Inc. 9.00% Senior Notes due 2026",$25.3701,-0.0499,-0.196%,"1,369,977,865"
2180,ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,$22.54,-0.0005,-0.002%,"1,367,333,291"
2181,WAFDP,"WaFd, Inc. Depositary Shares",$16.75,0.25,1.515%,"1,365,984,878"
2182,MESO,Mesoblast Limited American Depositary Shares,$11.94,0.54,4.737%,"1,363,290,227"
2183,DMLP,"Dorchester Minerals, L.P. Common Units Representing Limited Partnership Interests",$28.77,0.11,0.384%,"1,361,964,780"
2184,OCUL,"Ocular Therapeutix, Inc. Common Stock",$8.53,0.23,2.771%,"1,356,459,750"
2185,DYN,"Dyne Therapeutics, Inc. Common Stock",$11.99,0.20,1.696%,"1,356,325,070"
2186,CWH,"Camping World Holdings, Inc. Class A Common Stock",$13.25,1.19,9.867%,"1,351,611,128"
2187,LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,$9.45,0.05,0.532%,"1,351,318,324"
2188,COUR,"Coursera, Inc. Common Stock",$8.41,-0.01,-0.119%,"1,347,329,331"
2189,GBX,"Greenbrier Companies, Inc. (The) Common Stock",$42.86,0.44,1.037%,"1,345,349,984"
2190,CGAU,Centerra Gold Inc. Common Shares,$6.40,-0.30,-4.478%,"1,345,322,253"
2191,RBCAA,"Republic Bancorp, Inc. Class A Common Stock",$69.00,1.15,1.695%,"1,344,846,087"
2192,LADR,Ladder Capital Corp Class A Common Stock,$10.49,0.05,0.479%,"1,343,731,928"
2193,KARO,Karooooo Ltd. Ordinary Shares,$43.41,0.80,1.877%,"1,341,369,000"
2194,ARR,"ARMOUR Residential REIT, Inc.",$16.40,-0.07,-0.425%,"1,340,691,898"
2195,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$29.57,-0.66,-2.183%,"1,340,193,865"
2196,BV,"BrightView Holdings, Inc. Common Stock",$14.02,0.30,2.187%,"1,338,910,000"
2197,ARCB,ArcBest Corporation Common Stock,$57.81,-0.71,-1.213%,"1,338,317,456"
2198,NRP,Natural Resource Partners LP Limited Partnership,$102.46,0.35,0.343%,"1,337,013,143"
2199,NABL,"N-able, Inc. Common Stock",$7.07,0.01,0.142%,"1,335,880,926"
2200,SII,Sprott Inc. Common Shares,$51.77,-0.74,-1.409%,"1,335,666,000"
2201,FORTY,Formula Systems (1985) Ltd. American Depositary Shares,$87.00,-0.95,-1.08%,"1,332,637,029"
2202,ADEA,Adeia Inc. Common Stock,$12.36,0.05,0.406%,"1,328,811,129"
2203,TNDM,"Tandem Diabetes Care, Inc. Common Stock",$19.98,3.13,18.576%,"1,328,135,975"
2204,SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,$14.53,-0.47,-3.133%,"1,327,235,062"
2205,NTST,NetSTREIT Corp. Common Stock,$16.15,-0.12,-0.738%,"1,319,553,418"
2206,BKD,Brookdale Senior Living Inc. Common Stock,$6.57,0.01,0.152%,"1,315,242,144"
2207,CGBDL,"Carlyle Secured Lending, Inc. 8.20% Notes due 2028",$25.85,0.30,1.174%,"1,314,432,639"
2208,XNET,Xunlei Limited American Depositary Shares,$4.20,-0.02,-0.474%,"1,309,813,390"
2209,LEG,"Leggett & Platt, Incorporated Common Stock",$9.72,0.10,1.04%,"1,309,611,292"
2210,ARI,"Apollo Commercial Real Estate Finance, Inc",$9.42,0.05,0.534%,"1,308,850,888"
2211,TNC,Tennant Company Common Stock,$69.46,-2.70,-3.742%,"1,306,964,014"
2212,BOW,Bowhead Specialty Holdings Inc. Common Stock,$40.00,-0.19,-0.473%,"1,306,507,320"
2213,ARDX,"Ardelyx, Inc. Common Stock",$5.47,-0.035,-0.636%,"1,303,808,534"
2214,STEL,"Stellar Bancorp, Inc. Common Stock",$25.32,0.36,1.442%,"1,303,300,816"
2215,WS,"Worthington Steel, Inc. Common Shares",$25.68,0.02,0.078%,"1,303,017,221"
2216,WABC,Westamerica Bancorporation Common Stock,$48.745,0.315,0.65%,"1,301,902,177"
2217,ZD,"Ziff Davis, Inc. Common Stock",$30.36,0.83,2.811%,"1,300,775,445"
2218,ERO,Ero Copper Corp. Common Shares,$12.55,0.08,0.642%,"1,299,822,413"
2219,LX,LexinFintech Holdings Ltd. American Depositary Shares,$7.72,-0.13,-1.656%,"1,298,994,228"
2220,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,$12.14,0.14,1.167%,"1,298,904,380"
2221,IMAX,Imax Corporation Common Stock,$24.15,-0.18,-0.74%,"1,297,870,459"
2222,SPH,"Suburban Propane Partners, L.P. Common Stock",$20.04,0.07,0.351%,"1,292,454,710"
2223,TCBK,TriCo Bancshares Common Stock,$39.13,0.55,1.426%,"1,290,132,730"
2224,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,$11.05,-0.15,-1.339%,"1,289,497,762"
2225,LZ,"LegalZoom.com, Inc. Common Stock",$7.31,-0.01,-0.137%,"1,287,215,809"
2226,TALO,"Talos Energy, Inc. Common Stock",$7.13,0.25,3.634%,"1,283,824,456"
2227,WT,"WisdomTree, Inc. Common Stock",$8.73,0.03,0.345%,"1,283,727,792"
2228,IDT,IDT Corporation Class B Common Stock,$50.89,0.64,1.274%,"1,283,231,706"
2229,NAVI,Navient Corporation Common Stock,$12.53,0.15,1.212%,"1,281,522,077"
2230,DNN,Denison Mines Corp Ordinary Shares (Canada),$1.43,0.02,1.418%,"1,280,914,064"
2231,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,$17.02,-0.17,-0.989%,"1,280,516,141"
2232,WINA,Winmark Corporation Common Stock,$362.21,2.20,0.611%,"1,279,329,342"
2233,VBTX,"Veritex Holdings, Inc. Common Stock",$23.47,0.19,0.816%,"1,278,396,231"
2234,BTE,Baytex Energy Corp Common Shares,$1.62,0.08,5.195%,"1,275,426,000"
2235,TFIN,"Triumph Financial, Inc. Common Stock",$54.38,0.96,1.797%,"1,273,565,461"
2236,MLNK,"MeridianLink, Inc. Common Stock",$16.59,-0.32,-1.892%,"1,271,228,310"
2237,ANDE,"Andersons, Inc. (The) Common Stock",$37.33,-0.38,-1.008%,"1,270,265,613"
2238,IART,Integra LifeSciences Holdings Corporation Common Stock,$16.44,0.05,0.305%,"1,269,479,045"
2239,DAVE,Dave Inc. Class A Common Stock,$96.43,1.61,1.698%,"1,262,666,281"
2240,ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",$17.34,0.16,0.931%,"1,260,818,086"
2241,TASK,"TaskUs, Inc. Class A Common Stock",$14.00,0.04,0.287%,"1,259,955,144"
2242,PX,"P10, Inc. Class A Common Stock",$11.27,0.20,1.807%,"1,253,204,559"
2243,HIMX,"Himax Technologies, Inc. American Depositary Shares",$7.13,0.055,0.777%,"1,247,132,642"
2244,LGIH,"LGI Homes, Inc. Common Stock",$53.18,-1.43,-2.619%,"1,244,256,395"
2245,WULF,TeraWulf Inc. Common Stock,$3.24,0.46,16.547%,"1,241,366,219"
2246,EH,EHang Holdings Limited ADS,$17.20,0.45,2.687%,"1,238,139,558"
2247,PCRX,"Pacira BioSciences, Inc. Common Stock",$26.75,-0.15,-0.558%,"1,237,889,447"
2248,VYX,NCR Voyix Corporation Common Stock,$8.90,0.33,3.851%,"1,236,055,015"
2249,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,$12.05,-0.01,-0.083%,"1,229,061,777"
2250,INOD,Innodata Inc. Common Stock,$39.25,1.43,3.781%,"1,228,514,324"
2251,GSBD,"Goldman Sachs BDC, Inc. Common Stock",$10.47,-0.14,-1.32%,"1,228,101,914"
2252,GAM,"General American Investors, Inc. Common Stock",$51.12,0.56,1.108%,"1,225,633,183"
2253,TWO,Two Harbors Investment Corp,$11.77,-0.10,-0.842%,"1,224,375,380"
2254,MODG,Topgolf Callaway Brands Corp. Common Stock,$6.66,0.05,0.756%,"1,221,419,818"
2255,WVE,Wave Life Sciences Ltd. Ordinary Shares,$7.94,0.22,2.85%,"1,218,679,007"
2256,SKE,Skeena Resources Limited Common Shares,$11.33,-0.62,-5.188%,"1,216,436,363"
2257,SPT,"Sprout Social, Inc Class A Common Stock",$21.05,0.14,0.67%,"1,215,820,277"
2258,LOB,"Live Oak Bancshares, Inc. Common Stock",$26.68,0.54,2.066%,"1,215,682,578"
2259,CRI,"Carter's, Inc. Common Stock",$33.34,0.29,0.877%,"1,214,950,341"
2260,TDOC,"Teladoc Health, Inc. Common Stock",$6.99,-0.20,-2.782%,"1,213,967,504"
2261,AMPL,"Amplitude, Inc. Class A Common Stock",$9.38,0.19,2.067%,"1,213,873,342"
2262,HOPE,"Hope Bancorp, Inc. Common Stock",$10.05,0.08,0.802%,"1,213,716,320"
